assign;2;2;
rightAssign;2;2;
leftAssign;2;2;
addAssign;2;2;
subAssign;2;2;
mulAssign;2;2;
divAssign;2;2;
modAssign;2;2;
andAssign;2;2;
xorAssign;2;2;
orAssign;2;2;
or;2;3;
and;2;3;
bitwiseOr;2;3;
bitwiseXor;2;3;
bitwiseAnd;2;3;
eq;2;3;
ne;2;3;
ge;2;3;
gt;2;3;
le;2;3;
lt;2;3;
right;2;3;
left;2;3;
add;2;3;
sub;2;3;
mul;2;3;
div;2;3;
mod;2;3;
not;1;3;
bitwiseNot;1;3;
opp;1;3;
preInc;1;0;
preDec;1;0;
sufInc;1;0;
sufDec;1;0;
addMagicNumber;1;0;
addExtension;1;0;
addSyncbyte;2;0;
ternary;3;7;
